source_rank,company_name,domain,field,internal_field,value,source_api,source_field,status,missing_or_unavailable,not_verified,reason,api_gated_column,endpoint_used,raw_response_saved,raw_response_path,credits_used_for_company,credit_evidence
1,DBS Group,dbs.com,Founded Year,Founded Year,1968,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\dbs_group.json,1,api/v1/organizations/enrich.day.consumed: 31 -> 32
1,DBS Group,dbs.com,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\dbs_group.json,1,api/v1/organizations/enrich.day.consumed: 31 -> 32
1,DBS Group,dbs.com,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\dbs_group.json,1,api/v1/organizations/enrich.day.consumed: 31 -> 32
2,Singapore Telecommunications,singtel.com,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Website Domain,Website Domain,singtel.com,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/singtel,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Employee Count,Employee Count,25000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Headcount Growth (1 Year),Headcount Growth (1 Year),4.12%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Revenue / Revenue Band,Revenue / Revenue Band,10.5B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Industry,Industry,telecommunications,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Sub-Industry (NAICS/SIC),Sub Industry,"information technology & services, computer & network security, computer networking, internet | NAICS: 517111, 517112, 541512 | SIC: 4812",Apollo Organization Enrichment API,"organization.secondary_industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Headquarters Location,Headquarters Location,"10 Eunos Road 8, Singapore Post Centre #07-31, Singapore, 408600, SG",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Number of Sites/Locations (Singapore + Global),Number of Sites/Locations,Not Verified,Apollo Organization Enrichment API,organization.retail_location_count,Not Verified,Y,Y,"Apollo returned retail_location_count, but not a verified total site/location count.",Not Verified - Apollo returned retail_location_count only; Singapore + global site total was not available in this endpoint response.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Founded Year,Founded Year,1879,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
2,Singapore Telecommunications,singtel.com,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\singapore_telecommunications.json,1,api/v1/organizations/enrich.day.consumed: 32 -> 33
3,United Overseas Bank,uobgroup.com,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Website Domain,Website Domain,uobgroup.com,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/uob,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Employee Count,Employee Count,33000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Headcount Growth (1 Year),Headcount Growth (1 Year),1.37%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Revenue / Revenue Band,Revenue / Revenue Band,10.9B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Industry,Industry,banking,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Sub-Industry (NAICS/SIC),Sub Industry,banking | NAICS: 52211 | SIC: 6021,Apollo Organization Enrichment API,"organization.industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Headquarters Location,Headquarters Location,"80 Raffles Place, Singapore, 048624, SG",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Number of Sites/Locations (Singapore + Global),Number of Sites/Locations,Not Verified,Apollo Organization Enrichment API,organization.retail_location_count,Not Verified,Y,Y,"Apollo returned retail_location_count, but not a verified total site/location count.",Not Verified - Apollo returned retail_location_count only; Singapore + global site total was not available in this endpoint response.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Founded Year,Founded Year,1935,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
3,United Overseas Bank,uobgroup.com,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\united_overseas_bank.json,1,api/v1/organizations/enrich.day.consumed: 33 -> 34
4,ST Engineering,stengg.com,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Website Domain,Website Domain,stengg.com,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/st-engineering,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Employee Count,Employee Count,27000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Headcount Growth (1 Year),Headcount Growth (1 Year),7.00%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Revenue / Revenue Band,Revenue / Revenue Band,8.3B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Industry,Industry,information technology & services,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Sub-Industry (NAICS/SIC),Sub Industry,computer hardware | NAICS: 33641 | SIC: 3531,Apollo Organization Enrichment API,"organization.secondary_industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Headquarters Location,Headquarters Location,"ST Engineering Hub, 1 Ang Mo Kio Electronics Park Road, #07-01, Singapore, 567710, SG",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Number of Sites/Locations (Singapore + Global),Number of Sites/Locations,Not Verified,Apollo Organization Enrichment API,organization.retail_location_count,Not Verified,Y,Y,"Apollo returned retail_location_count, but not a verified total site/location count.",Not Verified - Apollo returned retail_location_count only; Singapore + global site total was not available in this endpoint response.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Founded Year,Founded Year,1967,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
4,ST Engineering,stengg.com,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\st_engineering.json,1,api/v1/organizations/enrich.day.consumed: 34 -> 35
5,Toyota Motor Corporation,global.toyota,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Website Domain,Website Domain,global.toyota,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/toyota,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Employee Count,Employee Count,384000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Headcount Growth (1 Year),Headcount Growth (1 Year),1.99%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Revenue / Revenue Band,Revenue / Revenue Band,336.8B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Industry,Industry,automotive,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Sub-Industry (NAICS/SIC),Sub Industry,automotive | NAICS: 33611 | SIC: 3711,Apollo Organization Enrichment API,"organization.industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Headquarters Location,Headquarters Location,"1 Toyota-Cho, Toyota City, Aichi Prefecture 471-8571, JP",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Number of Sites/Locations (Singapore + Global),Number of Sites/Locations,Not Verified,Apollo Organization Enrichment API,organization.retail_location_count,Not Verified,Y,Y,"Apollo returned retail_location_count, but not a verified total site/location count.",Not Verified - Apollo returned retail_location_count only; Singapore + global site total was not available in this endpoint response.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Founded Year,Founded Year,1937,Apollo Organization Enrichment API,organization.founded_year,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Ownership Type,Ownership Type,Public Company,Apollo Organization Enrichment API,"organization.publicly_traded_symbol, organization.publicly_traded_exchange",Derived from API,N,N,Derived from Apollo public listing fields.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
5,Toyota Motor Corporation,global.toyota,Total Funding Raised,Total Funding Raised,Not Available,Apollo Organization Enrichment API,Not Available,Not Available,Y,N,Field absent in Apollo response.,Y/Not Verified - not returned by Apollo Organization Enrichment; likely requires another provider or paid/enhanced dataset.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\toyota_motor_corporation.json,1,api/v1/organizations/enrich.day.consumed: 35 -> 36
6,Sony Group Corporation,sony.com,Legal Name,Legal Name,Not Verified,Apollo Organization Enrichment API,organization.name,Not Verified,Y,Y,Apollo did not return an explicit legal_name or registered_name field. API name was returned at organization.name.,"Not Verified - Apollo returned display name, not legal_name/registered_name.",GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Website Domain,Website Domain,sony.com,Apollo Organization Enrichment API,organization.primary_domain,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,LinkedIn URL,LinkedIn URL,http://www.linkedin.com/company/sony,Apollo Organization Enrichment API,organization.linkedin_url,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Employee Count,Employee Count,113000,Apollo Organization Enrichment API,organization.estimated_num_employees,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Headcount Growth (1 Year),Headcount Growth (1 Year),0.35%,Apollo Organization Enrichment API,organization.organization_headcount_twelve_month_growth,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Revenue / Revenue Band,Revenue / Revenue Band,82.9B,Apollo Organization Enrichment API,organization.annual_revenue_printed,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Industry,Industry,entertainment,Apollo Organization Enrichment API,organization.industry,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Sub-Industry (NAICS/SIC),Sub Industry,"consumer electronics, computer games, music, information technology & services, computer hardware | NAICS: 334310, 513210, 512250 | SIC: 4833, 2741",Apollo Organization Enrichment API,"organization.secondary_industries, organization.naics_codes, organization.sic_codes",Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
6,Sony Group Corporation,sony.com,Headquarters Location,Headquarters Location,"1-7-1 Konan,, Minato-ku, Tokyo, 108-0075, JP",Apollo Organization Enrichment API,organization.raw_address,Available,N,N,Returned directly by Apollo response.,N - returned by API.,GET https://api.apollo.io/api/v1/organizations/enrich,Y,raw\apollo\sony_group_corporation.json,1,api/v1/organizations/enrich.day.consumed: 36 -> 37
